request,level,chain_id,start_time,end_time
30,0,3,10:26:57.243458 30/07/2026,10:27:00.297000 30/07/2026
31,0,3,10:27:00.299847 30/07/2026,10:27:04.327425 30/07/2026
32,0,3,10:27:04.330489 30/07/2026,10:27:04.331810 30/07/2026
33,0,3,10:27:04.334655 30/07/2026,10:27:06.372653 30/07/2026
34,0,3,10:27:06.376503 30/07/2026,10:27:09.393563 30/07/2026
35,0,3,10:27:09.397487 30/07/2026,10:27:11.418454 30/07/2026
36,0,3,10:27:11.421533 30/07/2026,10:27:15.467822 30/07/2026
37,0,3,10:27:15.471676 30/07/2026,10:27:20.515365 30/07/2026
38,0,3,10:27:20.518738 30/07/2026,10:27:21.544394 30/07/2026
39,0,3,10:27:21.547974 30/07/2026,10:27:25.598706 30/07/2026
40,1,3,10:27:25.602071 30/07/2026,10:27:38.608646 30/07/2026
41,0,3,10:27:38.612604 30/07/2026,10:27:41.641475 30/07/2026
42,0,3,10:27:41.644762 30/07/2026,10:27:45.649836 30/07/2026
43,0,3,10:27:45.653531 30/07/2026,10:27:47.676545 30/07/2026
44,0,3,10:27:47.679774 30/07/2026,10:27:47.681007 30/07/2026
45,0,3,10:27:47.682740 30/07/2026,10:27:51.719104 30/07/2026
46,0,3,10:27:51.722445 30/07/2026,10:27:51.723881 30/07/2026
47,0,3,10:27:51.726637 30/07/2026,10:27:51.727964 30/07/2026
48,0,3,10:27:51.731282 30/07/2026,10:27:56.774591 30/07/2026
49,0,3,10:27:56.777691 30/07/2026,10:27:59.794351 30/07/2026
50,0,3,10:27:59.797074 30/07/2026,10:28:04.800945 30/07/2026
51,1,3,10:28:04.803767 30/07/2026,10:28:20.036116 30/07/2026
52,0,3,10:28:20.039774 30/07/2026,10:28:25.076847 30/07/2026
53,0,3,10:28:25.079604 30/07/2026,10:28:25.080950 30/07/2026
54,0,3,10:28:25.082830 30/07/2026,10:28:29.123827 30/07/2026
55,0,3,10:28:29.127761 30/07/2026,10:28:32.156244 30/07/2026
56,0,3,10:28:32.159951 30/07/2026,10:28:34.208554 30/07/2026
57,1,3,10:28:34.210780 30/07/2026,10:28:45.280564 30/07/2026
58,0,3,10:28:45.284257 30/07/2026,10:28:50.335265 30/07/2026
59,0,3,10:28:50.338676 30/07/2026,10:28:52.383955 30/07/2026
60,0,3,10:28:52.387717 30/07/2026,10:28:57.408027 30/07/2026
61,0,3,10:28:57.411611 30/07/2026,10:28:57.412868 30/07/2026
62,0,3,10:28:57.414691 30/07/2026,10:28:58.460158 30/07/2026
63,0,3,10:28:58.463297 30/07/2026,10:29:02.508001 30/07/2026
64,0,3,10:29:02.511317 30/07/2026,10:29:03.523096 30/07/2026
65,0,3,10:29:03.526945 30/07/2026,10:29:04.574258 30/07/2026
66,0,3,10:29:04.577806 30/07/2026,10:29:05.607697 30/07/2026
67,0,3,10:29:05.611097 30/07/2026,10:29:09.664078 30/07/2026
68,1,3,10:29:09.667850 30/07/2026,10:29:22.954073 30/07/2026
69,0,3,10:29:22.957500 30/07/2026,10:29:22.959026 30/07/2026
70,0,3,10:29:22.962585 30/07/2026,10:29:22.963993 30/07/2026
71,0,3,10:29:22.967296 30/07/2026,10:29:24.975932 30/07/2026
72,0,3,10:29:24.978912 30/07/2026,10:29:28.989373 30/07/2026
73,0,3,10:29:28.992872 30/07/2026,10:29:32.034767 30/07/2026
74,1,3,10:29:32.038153 30/07/2026,10:29:42.125548 30/07/2026
75,0,0,10:29:42.127922 30/07/2026,10:29:44.148774 30/07/2026
76,0,0,10:29:44.151917 30/07/2026,10:29:48.192461 30/07/2026
77,0,0,10:29:48.195254 30/07/2026,10:29:50.219868 30/07/2026
78,0,0,10:29:50.222544 30/07/2026,10:29:55.273695 30/07/2026
79,0,0,10:29:55.277107 30/07/2026,10:29:55.278469 30/07/2026
80,0,0,10:29:55.281350 30/07/2026,10:29:59.307102 30/07/2026
81,0,0,10:29:59.310714 30/07/2026,10:30:01.317033 30/07/2026
82,0,0,10:30:01.320620 30/07/2026,10:30:05.355426 30/07/2026
83,1,0,10:30:05.358973 30/07/2026,10:30:16.388326 30/07/2026
84,0,0,10:30:16.392709 30/07/2026,10:30:20.414381 30/07/2026
85,0,0,10:30:20.417836 30/07/2026,10:30:24.423613 30/07/2026
86,0,0,10:30:24.426636 30/07/2026,10:30:28.454867 30/07/2026
87,0,0,10:30:28.458651 30/07/2026,10:30:30.488513 30/07/2026
88,0,0,10:30:30.492184 30/07/2026,10:30:33.519663 30/07/2026
89,1,0,10:30:33.523107 30/07/2026,10:30:43.600484 30/07/2026
90,0,0,10:30:43.604476 30/07/2026,10:30:47.642017 30/07/2026
91,0,0,10:30:47.645510 30/07/2026,10:30:50.681546 30/07/2026
92,0,0,10:30:50.685313 30/07/2026,10:30:52.711910 30/07/2026
93,0,0,10:30:52.715366 30/07/2026,10:30:56.740270 30/07/2026
94,0,0,10:30:56.743973 30/07/2026,10:30:57.796440 30/07/2026
95,2,0,10:30:57.798475 30/07/2026,10:31:32.640134 30/07/2026
96,0,0,10:31:32.644463 30/07/2026,10:31:33.693922 30/07/2026
97,0,0,10:31:33.697026 30/07/2026,10:31:34.750533 30/07/2026
98,0,0,10:31:34.754038 30/07/2026,10:31:35.792790 30/07/2026
99,0,0,10:31:35.796427 30/07/2026,10:31:35.797870 30/07/2026
100,0,0,10:31:35.801072 30/07/2026,10:31:39.831115 30/07/2026
101,0,0,10:31:39.834320 30/07/2026,10:31:44.852053 30/07/2026
102,0,0,10:31:44.855348 30/07/2026,10:31:46.882508 30/07/2026
103,0,0,10:31:46.885681 30/07/2026,10:31:49.889389 30/07/2026
104,0,0,10:31:49.892538 30/07/2026,10:31:49.893937 30/07/2026
105,0,0,10:31:49.897455 30/07/2026,10:31:49.898728 30/07/2026
106,1,0,10:31:49.901668 30/07/2026,10:32:04.995340 30/07/2026
107,0,0,10:32:04.999261 30/07/2026,10:32:06.051922 30/07/2026
108,0,0,10:32:06.055480 30/07/2026,10:32:07.106385 30/07/2026
109,0,0,10:32:07.109397 30/07/2026,10:32:07.110752 30/07/2026
110,0,0,10:32:07.113513 30/07/2026,10:32:07.114755 30/07/2026
111,0,0,10:32:07.117574 30/07/2026,10:32:12.152380 30/07/2026
112,0,0,10:32:12.155863 30/07/2026,10:32:16.192478 30/07/2026
113,0,0,10:32:16.196027 30/07/2026,10:32:21.236517 30/07/2026
114,0,0,10:32:21.240234 30/07/2026,10:32:24.267227 30/07/2026
115,0,0,10:32:24.269689 30/07/2026,10:32:29.281856 30/07/2026
116,0,0,10:32:29.285651 30/07/2026,10:32:33.318650 30/07/2026
117,0,0,10:32:33.322185 30/07/2026,10:32:35.358958 30/07/2026
118,0,0,10:32:35.362182 30/07/2026,10:32:39.404290 30/07/2026
119,0,0,10:32:39.407398 30/07/2026,10:32:40.445671 30/07/2026
120,0,0,10:32:40.448756 30/07/2026,10:32:41.455993 30/07/2026
121,0,0,10:32:41.459416 30/07/2026,10:32:46.493884 30/07/2026
122,1,0,10:32:46.498314 30/07/2026,10:33:00.521714 30/07/2026
123,0,0,10:33:00.525236 30/07/2026,10:33:03.559367 30/07/2026
124,0,0,10:33:03.562179 30/07/2026,10:33:07.593611 30/07/2026
125,0,0,10:33:07.597083 30/07/2026,10:33:09.605603 30/07/2026
126,0,0,10:33:09.608942 30/07/2026,10:33:12.625426 30/07/2026
127,0,0,10:33:12.629558 30/07/2026,10:33:15.677289 30/07/2026
128,0,0,10:33:15.680558 30/07/2026,10:33:20.690610 30/07/2026
129,0,0,10:33:20.693870 30/07/2026,10:33:25.746851 30/07/2026
130,0,0,10:33:25.750088 30/07/2026,10:33:30.774482 30/07/2026
131,0,0,10:33:30.778182 30/07/2026,10:33:32.798101 30/07/2026
132,0,0,10:33:32.801590 30/07/2026,10:33:32.802875 30/07/2026
133,0,0,10:33:32.806081 30/07/2026,10:33:34.835715 30/07/2026
134,0,0,10:33:34.839142 30/07/2026,10:33:38.846078 30/07/2026
135,0,0,10:33:38.849125 30/07/2026,10:33:38.850541 30/07/2026
136,0,0,10:33:38.853789 30/07/2026,10:33:41.888962 30/07/2026
137,0,0,10:33:41.892737 30/07/2026,10:33:45.941404 30/07/2026
138,0,0,10:33:45.945135 30/07/2026,10:33:50.983464 30/07/2026
139,0,0,10:33:50.986990 30/07/2026,10:33:53.032322 30/07/2026
140,0,0,10:33:53.035717 30/07/2026,10:33:54.074652 30/07/2026
141,0,0,10:33:54.078275 30/07/2026,10:33:55.125836 30/07/2026
142,0,0,10:33:55.127811 30/07/2026,10:33:55.129112 30/07/2026
143,1,0,10:33:55.131534 30/07/2026,10:34:10.285180 30/07/2026
144,0,0,10:34:10.288788 30/07/2026,10:34:12.314043 30/07/2026
145,0,0,10:34:12.318087 30/07/2026,10:34:12.319617 30/07/2026
146,0,0,10:34:12.322775 30/07/2026,10:34:17.350988 30/07/2026
147,0,0,10:34:17.354459 30/07/2026,10:34:18.397494 30/07/2026
148,0,0,10:34:18.400762 30/07/2026,10:34:20.416832 30/07/2026
149,0,0,10:34:20.420379 30/07/2026,10:34:21.463054 30/07/2026
150,0,0,10:34:21.465675 30/07/2026,10:34:23.494235 30/07/2026
151,0,0,10:34:23.497586 30/07/2026,10:34:26.544473 30/07/2026
152,0,0,10:34:26.547956 30/07/2026,10:34:26.549221 30/07/2026
153,0,0,10:34:26.552297 30/07/2026,10:34:26.553635 30/07/2026
154,0,0,10:34:26.555911 30/07/2026,10:34:27.604094 30/07/2026
155,0,0,10:34:27.607512 30/07/2026,10:34:32.616424 30/07/2026
156,0,0,10:34:32.619644 30/07/2026,10:34:33.666568 30/07/2026
157,0,0,10:34:33.670137 30/07/2026,10:34:33.671499 30/07/2026
158,0,0,10:34:33.674640 30/07/2026,10:34:37.715090 30/07/2026
159,0,0,10:34:37.718277 30/07/2026,10:34:42.746782 30/07/2026
160,0,0,10:34:42.749865 30/07/2026,10:34:46.791841 30/07/2026
161,0,0,10:34:46.795299 30/07/2026,10:34:50.822233 30/07/2026
162,0,0,10:34:50.825461 30/07/2026,10:34:55.850901 30/07/2026
163,0,0,10:34:55.854278 30/07/2026,10:34:55.855632 30/07/2026
164,0,0,10:34:55.858704 30/07/2026,10:34:55.859985 30/07/2026
165,0,0,10:34:55.862844 30/07/2026,10:34:55.864187 30/07/2026
166,0,0,10:34:55.866433 30/07/2026,10:35:00.889685 30/07/2026
167,0,0,10:35:00.893174 30/07/2026,10:35:01.895510 30/07/2026
168,0,0,10:35:01.898660 30/07/2026,10:35:05.910303 30/07/2026
169,1,0,10:35:05.913710 30/07/2026,10:35:20.186454 30/07/2026
170,0,0,10:35:20.190566 30/07/2026,10:35:20.192110 30/07/2026
171,0,0,10:35:20.195579 30/07/2026,10:35:23.246206 30/07/2026
172,0,0,10:35:23.249726 30/07/2026,10:35:23.251121 30/07/2026
173,0,0,10:35:23.254547 30/07/2026,10:35:25.302372 30/07/2026
174,0,0,10:35:25.304793 30/07/2026,10:35:25.306104 30/07/2026
175,1,0,10:35:25.308847 30/07/2026,10:35:35.567496 30/07/2026
176,2,0,10:35:35.571300 30/07/2026,10:36:20.254946 30/07/2026
177,0,0,10:36:20.259258 30/07/2026,10:36:20.260867 30/07/2026
178,0,0,10:36:20.264027 30/07/2026,10:36:21.272952 30/07/2026
179,0,0,10:36:21.276027 30/07/2026,10:36:22.285265 30/07/2026
180,0,0,10:36:22.288013 30/07/2026,10:36:27.290336 30/07/2026
181,0,0,10:36:27.294071 30/07/2026,10:36:27.295554 30/07/2026
182,1,0,10:36:27.298192 30/07/2026,10:36:40.394815 30/07/2026
183,0,0,10:36:40.398315 30/07/2026,10:36:41.431437 30/07/2026
184,0,0,10:36:41.434889 30/07/2026,10:36:46.475682 30/07/2026
185,0,0,10:36:46.478965 30/07/2026,10:36:46.480424 30/07/2026
186,0,0,10:36:46.483739 30/07/2026,10:36:51.526378 30/07/2026
187,0,0,10:36:51.529979 30/07/2026,10:36:51.531337 30/07/2026
188,0,0,10:36:51.534367 30/07/2026,10:36:55.555755 30/07/2026
189,0,0,10:36:55.558971 30/07/2026,10:36:58.584149 30/07/2026
190,0,0,10:36:58.587654 30/07/2026,10:37:02.602236 30/07/2026
191,0,0,10:37:02.605772 30/07/2026,10:37:02.607114 30/07/2026
192,0,0,10:37:02.608830 30/07/2026,10:37:04.633161 30/07/2026
193,1,0,10:37:04.635487 30/07/2026,10:37:14.887518 30/07/2026
194,0,0,10:37:14.891968 30/07/2026,10:37:15.894815 30/07/2026
195,0,0,10:37:15.898297 30/07/2026,10:37:15.899573 30/07/2026
196,0,0,10:37:15.901399 30/07/2026,10:37:20.936906 30/07/2026
197,0,0,10:37:20.940460 30/07/2026,10:37:22.956318 30/07/2026
198,0,0,10:37:22.959593 30/07/2026,10:37:24.983932 30/07/2026
199,1,0,10:37:24.987197 30/07/2026,10:37:38.080620 30/07/2026
200,0,0,10:37:38.084592 30/07/2026,10:37:39.092437 30/07/2026
201,0,0,10:37:39.095807 30/07/2026,10:37:39.097126 30/07/2026
202,0,0,10:37:39.099642 30/07/2026,10:37:43.140191 30/07/2026
203,0,0,10:37:43.143155 30/07/2026,10:37:46.187168 30/07/2026
204,0,0,10:37:46.190251 30/07/2026,10:37:46.191553 30/07/2026
205,0,0,10:37:46.194745 30/07/2026,10:37:50.225871 30/07/2026
206,0,0,10:37:50.229467 30/07/2026,10:37:50.230860 30/07/2026
207,0,0,10:37:50.234345 30/07/2026,10:37:55.241361 30/07/2026
208,0,0,10:37:55.244568 30/07/2026,10:37:58.294314 30/07/2026
209,0,0,10:37:58.297461 30/07/2026,10:37:59.344520 30/07/2026
210,1,0,10:37:59.346773 30/07/2026,10:38:11.609652 30/07/2026
211,0,0,10:38:11.613605 30/07/2026,10:38:13.647022 30/07/2026
212,0,0,10:38:13.649886 30/07/2026,10:38:18.705185 30/07/2026
213,0,0,10:38:18.708338 30/07/2026,10:38:21.759480 30/07/2026
214,0,0,10:38:21.762671 30/07/2026,10:38:25.767234 30/07/2026
215,0,0,10:38:25.769831 30/07/2026,10:38:26.801496 30/07/2026
216,1,0,10:38:26.804797 30/07/2026,10:38:41.932672 30/07/2026
217,0,0,10:38:41.936515 30/07/2026,10:38:46.991348 30/07/2026
218,0,0,10:38:46.995145 30/07/2026,10:38:48.040546 30/07/2026
219,0,0,10:38:48.043785 30/07/2026,10:38:48.045091 30/07/2026
220,0,0,10:38:48.048101 30/07/2026,10:38:53.071450 30/07/2026
221,0,0,10:38:53.075040 30/07/2026,10:38:54.077146 30/07/2026
222,1,0,10:38:54.079690 30/07/2026,10:39:05.393990 30/07/2026
223,0,0,10:39:05.397643 30/07/2026,10:39:07.402934 30/07/2026
224,0,0,10:39:07.406459 30/07/2026,10:39:11.455172 30/07/2026
225,0,0,10:39:11.458526 30/07/2026,10:39:13.510418 30/07/2026
226,0,0,10:39:13.513639 30/07/2026,10:39:13.514941 30/07/2026
227,0,0,10:39:13.517688 30/07/2026,10:39:17.566322 30/07/2026
228,1,0,10:39:17.570034 30/07/2026,10:39:30.774934 30/07/2026
229,0,0,10:39:30.778504 30/07/2026,10:39:35.826421 30/07/2026
230,0,0,10:39:35.830199 30/07/2026,10:39:36.843700 30/07/2026
231,0,0,10:39:36.847331 30/07/2026,10:39:36.848583 30/07/2026
232,0,0,10:39:36.852152 30/07/2026,10:39:39.859831 30/07/2026
233,0,0,10:39:39.863012 30/07/2026,10:39:44.888586 30/07/2026
234,0,0,10:39:44.892654 30/07/2026,10:39:47.915833 30/07/2026
235,0,0,10:39:47.919294 30/07/2026,10:39:51.926997 30/07/2026
236,0,0,10:39:51.929896 30/07/2026,10:39:55.944413 30/07/2026
237,0,0,10:39:55.948149 30/07/2026,10:39:57.969291 30/07/2026
238,0,0,10:39:57.972428 30/07/2026,10:40:02.976627 30/07/2026
239,1,0,10:40:02.979359 30/07/2026,10:40:15.292163 30/07/2026
240,0,0,10:40:15.296385 30/07/2026,10:40:18.310418 30/07/2026
241,0,0,10:40:18.313821 30/07/2026,10:40:23.367930 30/07/2026
242,0,0,10:40:23.371287 30/07/2026,10:40:25.398015 30/07/2026
243,0,0,10:40:25.401185 30/07/2026,10:40:26.430905 30/07/2026
244,0,0,10:40:26.434501 30/07/2026,10:40:30.482558 30/07/2026
245,1,0,10:40:30.486001 30/07/2026,10:40:45.558837 30/07/2026
246,0,0,10:40:45.562861 30/07/2026,10:40:45.564319 30/07/2026
247,0,0,10:40:45.567515 30/07/2026,10:40:48.584285 30/07/2026
248,0,4,10:40:48.585254 30/07/2026,10:40:53.602917 30/07/2026
249,1,4,10:40:53.605502 30/07/2026,10:41:03.684992 30/07/2026
250,0,4,10:41:03.688756 30/07/2026,10:41:05.731315 30/07/2026
251,0,4,10:41:05.734544 30/07/2026,10:41:10.750404 30/07/2026
252,0,4,10:41:10.753491 30/07/2026,10:41:10.754843 30/07/2026
253,0,4,10:41:10.758179 30/07/2026,10:41:14.809389 30/07/2026
254,0,4,10:41:14.812989 30/07/2026,10:41:16.864505 30/07/2026
255,2,4,10:41:16.867793 30/07/2026,10:41:46.420360 30/07/2026
256,0,4,10:41:46.424007 30/07/2026,10:41:47.427669 30/07/2026
257,0,4,10:41:47.431185 30/07/2026,10:41:50.467704 30/07/2026
258,0,4,10:41:50.470974 30/07/2026,10:41:52.478220 30/07/2026
259,0,4,10:41:52.480632 30/07/2026,10:41:56.519922 30/07/2026
260,0,4,10:41:56.523125 30/07/2026,10:41:58.561690 30/07/2026
261,0,4,10:41:58.565156 30/07/2026,10:42:03.591696 30/07/2026
262,0,4,10:42:03.595300 30/07/2026,10:42:05.647157 30/07/2026
263,0,4,10:42:05.650256 30/07/2026,10:42:09.651652 30/07/2026
264,0,4,10:42:09.654864 30/07/2026,10:42:14.708685 30/07/2026
265,0,4,10:42:14.712227 30/07/2026,10:42:18.741481 30/07/2026
266,0,4,10:42:18.745604 30/07/2026,10:42:19.797391 30/07/2026
267,0,4,10:42:19.800661 30/07/2026,10:42:24.805401 30/07/2026
268,0,4,10:42:24.808588 30/07/2026,10:42:26.836390 30/07/2026
269,0,4,10:42:26.839712 30/07/2026,10:42:29.878622 30/07/2026
270,0,4,10:42:29.882055 30/07/2026,10:42:34.896848 30/07/2026
271,1,4,10:42:34.900278 30/07/2026,10:42:47.944723 30/07/2026
272,0,4,10:42:47.947881 30/07/2026,10:42:52.974422 30/07/2026
273,0,4,10:42:52.977687 30/07/2026,10:42:52.979009 30/07/2026
274,0,4,10:42:52.982062 30/07/2026,10:42:52.983343 30/07/2026
275,0,4,10:42:52.985073 30/07/2026,10:42:57.006139 30/07/2026
276,0,4,10:42:57.009581 30/07/2026,10:42:58.063474 30/07/2026
277,0,4,10:42:58.066328 30/07/2026,10:43:03.078674 30/07/2026
278,0,4,10:43:03.082458 30/07/2026,10:43:05.102710 30/07/2026
279,0,4,10:43:05.106131 30/07/2026,10:43:06.112677 30/07/2026
280,0,4,10:43:06.116133 30/07/2026,10:43:07.133518 30/07/2026
281,0,4,10:43:07.136920 30/07/2026,10:43:08.180170 30/07/2026
282,0,4,10:43:08.183391 30/07/2026,10:43:13.224376 30/07/2026
283,0,4,10:43:13.227714 30/07/2026,10:43:16.244538 30/07/2026
284,0,4,10:43:16.248102 30/07/2026,10:43:19.287365 30/07/2026
285,0,4,10:43:19.290908 30/07/2026,10:43:24.292655 30/07/2026
286,0,4,10:43:24.296139 30/07/2026,10:43:29.327679 30/07/2026
287,0,4,10:43:29.331022 30/07/2026,10:43:33.349845 30/07/2026
288,0,4,10:43:33.352646 30/07/2026,10:43:36.362390 30/07/2026
289,0,4,10:43:36.365798 30/07/2026,10:43:36.367221 30/07/2026
290,0,4,10:43:36.370587 30/07/2026,10:43:39.378419 30/07/2026
291,0,4,10:43:39.382061 30/07/2026,10:43:44.394557 30/07/2026
292,0,4,10:43:44.398052 30/07/2026,10:43:48.400961 30/07/2026
293,0,4,10:43:48.403950 30/07/2026,10:43:51.440576 30/07/2026
294,0,4,10:43:51.443759 30/07/2026,10:43:56.450072 30/07/2026
295,0,4,10:43:56.453329 30/07/2026,10:44:01.457360 30/07/2026
296,0,4,10:44:01.461135 30/07/2026,10:44:01.462512 30/07/2026
297,0,4,10:44:01.464296 30/07/2026,10:44:02.478962 30/07/2026
298,0,4,10:44:02.482369 30/07/2026,10:44:05.490552 30/07/2026
299,0,4,10:44:05.493721 30/07/2026,10:44:05.495032 30/07/2026
300,0,4,10:44:05.498234 30/07/2026,10:44:07.541911 30/07/2026
301,0,4,10:44:07.545089 30/07/2026,10:44:12.550752 30/07/2026
302,1,4,10:44:12.553442 30/07/2026,10:44:23.820118 30/07/2026
303,0,4,10:44:23.823939 30/07/2026,10:44:26.841599 30/07/2026
304,0,4,10:44:26.845003 30/07/2026,10:44:30.878705 30/07/2026
305,0,4,10:44:30.881669 30/07/2026,10:44:33.926152 30/07/2026
306,0,4,10:44:33.929004 30/07/2026,10:44:37.944305 30/07/2026
307,0,4,10:44:37.947993 30/07/2026,10:44:41.965423 30/07/2026
308,1,4,10:44:41.968532 30/07/2026,10:44:52.025438 30/07/2026
309,0,4,10:44:52.028845 30/07/2026,10:44:52.030136 30/07/2026
310,0,4,10:44:52.033081 30/07/2026,10:44:55.048752 30/07/2026
311,0,4,10:44:55.051867 30/07/2026,10:44:57.086534 30/07/2026
312,0,4,10:44:57.089573 30/07/2026,10:44:59.095752 30/07/2026
313,0,4,10:44:59.098902 30/07/2026,10:45:02.137886 30/07/2026
314,0,4,10:45:02.141567 30/07/2026,10:45:02.142897 30/07/2026
315,0,4,10:45:02.145890 30/07/2026,10:45:05.193343 30/07/2026
316,0,4,10:45:05.196419 30/07/2026,10:45:06.235551 30/07/2026
317,0,4,10:45:06.239208 30/07/2026,10:45:10.293313 30/07/2026
318,0,4,10:45:10.296508 30/07/2026,10:45:15.298557 30/07/2026
319,1,4,10:45:15.301597 30/07/2026,10:45:25.452508 30/07/2026
320,0,4,10:45:25.456355 30/07/2026,10:45:30.507295 30/07/2026
321,0,4,10:45:30.509750 30/07/2026,10:45:31.526266 30/07/2026
322,0,4,10:45:31.529484 30/07/2026,10:45:31.530830 30/07/2026
323,0,4,10:45:31.533847 30/07/2026,10:45:34.563679 30/07/2026
324,0,4,10:45:34.567424 30/07/2026,10:45:39.604623 30/07/2026
325,0,4,10:45:39.608405 30/07/2026,10:45:42.621083 30/07/2026
326,0,4,10:45:42.624430 30/07/2026,10:45:44.640721 30/07/2026
327,0,4,10:45:44.644228 30/07/2026,10:45:44.645573 30/07/2026
328,0,4,10:45:44.647318 30/07/2026,10:45:45.689630 30/07/2026
329,0,4,10:45:45.691519 30/07/2026,10:45:45.692712 30/07/2026
330,0,4,10:45:45.695644 30/07/2026,10:45:50.727223 30/07/2026
331,0,4,10:45:50.729725 30/07/2026,10:45:50.731016 30/07/2026
332,0,4,10:45:50.733875 30/07/2026,10:45:55.752388 30/07/2026
333,0,4,10:45:55.755049 30/07/2026,10:45:59.759574 30/07/2026
334,0,4,10:45:59.762779 30/07/2026,10:46:03.770831 30/07/2026
335,2,4,10:46:03.774411 30/07/2026,10:46:31.867951 30/07/2026
336,0,4,10:46:31.872204 30/07/2026,10:46:32.900722 30/07/2026
337,0,4,10:46:32.904255 30/07/2026,10:46:32.905748 30/07/2026
338,0,4,10:46:32.908673 30/07/2026,10:46:36.959569 30/07/2026
339,0,4,10:46:36.962597 30/07/2026,10:46:41.973342 30/07/2026
340,0,4,10:46:41.976863 30/07/2026,10:46:43.021154 30/07/2026
341,1,4,10:46:43.024513 30/07/2026,10:46:55.052802 30/07/2026
342,0,4,10:46:55.056847 30/07/2026,10:46:57.073844 30/07/2026
343,0,4,10:46:57.077437 30/07/2026,10:47:02.121861 30/07/2026
344,0,4,10:47:02.124921 30/07/2026,10:47:03.134306 30/07/2026
345,0,4,10:47:03.138038 30/07/2026,10:47:03.139465 30/07/2026
346,0,4,10:47:03.142096 30/07/2026,10:47:06.188289 30/07/2026
347,1,4,10:47:06.191573 30/07/2026,10:47:19.447252 30/07/2026
348,0,4,10:47:19.451327 30/07/2026,10:47:24.463094 30/07/2026
349,0,4,10:47:24.465704 30/07/2026,10:47:24.467015 30/07/2026
350,0,4,10:47:24.470489 30/07/2026,10:47:24.471895 30/07/2026
351,0,4,10:47:24.474537 30/07/2026,10:47:26.507928 30/07/2026
352,0,4,10:47:26.511737 30/07/2026,10:47:29.557393 30/07/2026
353,1,4,10:47:29.560676 30/07/2026,10:47:39.605598 30/07/2026
354,0,4,10:47:39.612996 30/07/2026,10:47:41.668038 30/07/2026
355,0,4,10:47:41.671176 30/07/2026,10:47:42.724799 30/07/2026
356,0,4,10:47:42.727410 30/07/2026,10:47:47.755562 30/07/2026
357,0,4,10:47:47.759425 30/07/2026,10:47:51.787233 30/07/2026
358,0,4,10:47:51.791188 30/07/2026,10:47:56.812963 30/07/2026
359,1,4,10:47:56.816748 30/07/2026,10:48:12.039341 30/07/2026
360,0,4,10:48:12.043160 30/07/2026,10:48:14.047928 30/07/2026
361,0,4,10:48:14.051430 30/07/2026,10:48:14.052632 30/07/2026
362,0,4,10:48:14.055683 30/07/2026,10:48:15.106509 30/07/2026
363,0,4,10:48:15.109740 30/07/2026,10:48:17.144278 30/07/2026
364,0,4,10:48:17.147839 30/07/2026,10:48:17.149178 30/07/2026
365,1,4,10:48:17.151522 30/07/2026,10:48:27.456680 30/07/2026
366,0,4,10:48:27.460879 30/07/2026,10:48:27.462345 30/07/2026
